id,source,reason,text
1cd9d893-a1be-432a-bbe4-685d60f93729,play_store,too_short,Very nice 👌
2712b20f-8685-4e50-baf2-f19877c37e2d,play_store,too_short,जल्द दिल्लीबरी
6dbd6a8e-ebce-4dfc-b227-5b966c9dde15,play_store,too_short,बहुत अच्छा
017d01c4-1d68-4227-8372-dcd568575628,play_store,too_short,best
bb58212b-ac98-46ae-a0d4-d866f5c02b55,play_store,too_short,😀
ceb18f2d-7f34-421a-ad41-2b9424912e42,play_store,too_short,best
8baecc91-f2ca-4d9d-a1df-923610cdad55,play_store,too_short,nice 👍
779293e3-338a-4d0d-9053-08d4769459b9,play_store,too_short,good
6b496738-bc7e-4140-b2ac-e7ea69adc92b,play_store,too_short,good
461cfe57-05da-4b09-9520-fe00ce4dedfd,play_store,too_short,good 😊👍
3de0d534-b3d2-40a5-a1df-0bd7da0129e6,play_store,too_short,bettar
05bd4e3d-a5dd-4475-baef-8eb01df86a75,play_store,too_short,fresh and intact
08c1278f-235e-4406-a076-be4076703389,play_store,too_short,super
04b78ab2-341f-4606-a566-98b0ede3cbab,play_store,too_short,ok
75c6c744-5063-481c-b758-69f22dd1fbea,play_store,too_short,best
0ebcf069-86a9-4918-9d6c-603c2fba96d0,play_store,too_short,very nice 👍
60b73ab3-defe-41bf-af32-7c901f10835e,play_store,too_short,💯💯
aa1fb4a6-8ef0-49ba-aa26-4a14bf71e06d,play_store,too_short,डररहरब
7d57a9e8-4130-47c6-b3c4-4002ead2b596,play_store,too_short,bahut Achcha
b0c7ebfa-3ad6-40ab-82f4-a102132005d2,play_store,too_short,good
0e310df4-b141-4c0b-96c5-60da3ad724b7,play_store,too_short,अति उत्तम
68175232-8e53-4619-b5af-49d5465a2bde,play_store,too_short,good
a54cea58-4297-4c3c-a428-381d66b8a3c3,play_store,too_short,thank you
e044b506-26ef-4a6e-b29a-c15da8d3a118,play_store,too_short,bahut achcha
1e100cf2-684c-4af5-a1c2-ee7f0b819b38,play_store,too_short,good
98df623c-a167-41d1-a1b3-121d3af7723d,play_store,too_short,ok 👌🏻 thanks
541222fd-58c1-4b27-8f62-15084883eacb,play_store,too_short,nice
2fd1e8ae-cd0c-439b-a052-20fe292a8e1b,play_store,too_short,acha
9e7b39ca-dd66-4647-b98b-080b4a2eae9b,play_store,too_short,acha hai
5a358fe8-a0f8-47bc-ac91-bde10948c1c8,play_store,too_short,बहुत बढ़िया आया था
5e1ebac3-3236-4e6b-8b38-ef2eb8823cd9,play_store,too_short,good
